ElectionAbbr	PollingSiteID	PollingSiteName	TableID	PollingPlaceDesc1	PollingPlaceDesc2	SamBalAddr1	SamBalAddr2	VotingPctID	VotingPctName	PollPlaceRegPctID	PollPlaceRegPctPortion	BallotTypeList
2022NOVGEN	1743	7502 - 1840 Sutter Street		Japanese Cultural & Community Center - Conference Rm	1840 Sutter St	Btw Webster & Buchanan	5.9% Slope	7502   	Pct 7502	7502   		10  
2022NOVGEN	1749	9201 - 1299 Storey Avenue		Log Cabin	1299 Storey Ave	Btw Lincoln Bl & Ralston Ave	4.9% Slope	9201   	Pct 9201	9201   		21  
2022NOVGEN	1762	7329 - 1051 Taylor Street		Grace Cathedral Church - Conference Rm.	1051 Taylor St	Btw California & Sacramento	4.2% Slope	7329   	Pct 7329	7329   		8  
2022NOVGEN	1767	9445 - 2601 40th Ave (loc 9444)		South Sunset Playground - Community Room	2601 40th Ave	Corner Of 40th Ave & Vincente	2.3% Slope	9445   	Pct 9445	9445   		24  
2022NOVGEN	1789	1141 - 648 Lisbon St		Garage	648 Lisbon St	Btw Italy And France	6.3% Slope	1141   	Pct 1141	1141   		3  
2022NOVGEN	1797	1143 - 720 Moscow Street		Firehouse #43 - Right Bay	720 Moscow St	Btw Italy & France	0.6% Slope	1143   	Pct 1143	1143   		3  
2022NOVGEN	1827	9701 - 1290 16th Avenue		Firehouse #22	1290 16th Ave	Corner Of 16th Ave & Irving	6.8% Slope	9701   	Pct 9701	9701   		27  
2022NOVGEN	1859	9703 - 1290 5th Avenue		St John Of God Catholic Church	1290 5th Ave	Btw Irving & Hugo	7.9% Slope - Ramped Access	9703   	Pct 9703	9703   		28  
2022NOVGEN	1861	7849 - 209 Randall Street		Garage	209 Randall St	Btw Whitney & Sanchez	4.9% Slope	7849   	Pct 7849	7849   		16  
2022NOVGEN	1871	7033 - 5 Commer Ct		Bayview Apartments - Community Rm	5 Commer Ct	Enter On Commer & Garlington	8.3% Slope - Ramped Access	7033   	Pct 7033	7033   		4  
2022NOVGEN	1883	7036 - 201 Williams Avenue		Bayview Police Station - Lobby	201 Williams Ave	Enter On Williams At Newhall	3.4% Slope	7036   	Pct 7036	7036   		4  
2022NOVGEN	1899	9243 - 1362 Post St		Intercultural Institute Of CA Korean Center - Community Rm	1362 Post St	Btw Gough & Franklin	4.1% Slope	9243   	Pct 9243	9243   		22  
2022NOVGEN	1910	7605 - 1500 Howard St		The Arc San Francisco - Gallery 1	1500 Howard St	Btw Lafayette & 11th St	6.4% Slope	7605   	Pct 7605	7605   		12  
2022NOVGEN	1917	9128 - 441 12th Ave		Firehouse #31 - Left Bay	441 12th Ave	Btw Geary Bl & Anza St	2.6% Slope	9128   	Pct 9128	9128   		19  
2022NOVGEN	1976	7627 - 36 Bluxome Street		Firehouse #8 - Chief's Bay	36 Bluxome St	Btw 4th & 5th Sts	1.0% Slope	7627   	Pct 7627	7627   		12  
2022NOVGEN	2001	7043 - 243 Rey Street		Heritage Homes - Community Rm	243 Rey St	Enter on Towerside Btw Rey & Schwerin	2.8% Slope	7043   	Pct 7043	7043   		5  
2022NOVGEN	2055	1106 - 345 Randolph Street		Ocean View  Library - Story Room	345 Randolph St	Btw Victoria & Ramsell	3.1% Slope	1106   	Pct 1106	1106   		2  
2022NOVGEN	2092	7534 - 246 Eddy Street (loc 7533)		Boeddeker Park & Clubhouse - Meeting Room	246 Eddy St	Btw Jones & Taylor	8.1% Slope - Ramped Access	7534   	Pct 7534	7534   		10  
2022NOVGEN	2094	9728 - 50 Chumasero Drive		Villas Park Merced - Lobby	50 Chumasero Dr	Between Font & Galindo	7.8% Slope	9728   	Pct 9728	9728   		27  
2022NOVGEN	2097	9423 - 3925 Noriega Street		Sunset Neighborhood Beacon Ctr - Computer Rm	3925 Noriega St	Between 46th & 47th Avenue	3.0% Slope	9423   	Pct 9423	9423   		24  
2022NOVGEN	2129	7317 - 838 Pacific Avenue		Ping Yuen - Community Room	838 Pacific Ave	Btw Powell & Cordelia	4.8% Slope	7317   	Pct 7317	7317   		8  
2022NOVGEN	2148	7315 - 1145 Pacific Avenue		Garage	1145 Pacific Ave	Btw Jones &Taylor	4.7% Slope	7315   	Pct 7315	7315   		8  
2022NOVGEN	2155	9233 - 1 Loraine Ct		Columbarium	1 Loraine Ct	Off Anza Btw Stanyan St & Arguello Bl	2.4% Slope	9233   	Pct 9233	9233   		21  
2022NOVGEN	2168	7014 - 700 Pennsylvania Ave		Muni Barn - Room D106	700 Pennsylvania Ave	Btw 22nd & 23rd Sts	4.0% Slope	7014   	Pct 7014	7014   		4  
2022NOVGEN	2170	7838 - 5157 Diamond Heights Blvd		Casa De Vida Apartments - Garage	5157 Diamond Heights Blvd	Btw Safira Ln & Carnelian Way	7.5% Slope	7838   	Pct 7838	7838   		16  
2022NOVGEN	2172	9709 - 1689 17th Ave		Garage	1689 17th Ave	Between Moraga and Lawton	2% Slope	9709   	Pct 9709	9709   		27  
2022NOVGEN	2178	9807 - 463 Buena Vista Ave E (loc 7801)		Garage	463 Buena Vista Ave E	Btw Upper Terrace & Park Hill	2.3% Slope	9807   	Pct 9807	9807   		30  
2022NOVGEN	2192	7038 - 2111 Jennings St		United Council Of Human Services	2111 Jennings St	Btw Van Dyke & Wallace	0.3% Slope	7038   	Pct 7038	7038   		4  
2022NOVGEN	2194	9404 - 3030 Judah St		S F Korean United Methodist Church - Fellowship Hall	3030 Judah St	Enter On 36th Ave Btw Judah & Irving	5.6% Slope	9404   	Pct 9404	9404   		24  
2022NOVGEN	2195	9416 - 3733 Lawton St		Garage	3733 Lawton St	Btw 43rd & 44th Ave	8.3% Slope	9416   	Pct 9416	9416   		24  
2022NOVGEN	2207	7902 - 1850 Mission St		Arriba Juntos - Computer Lab	1850 Mission St	Btw 14th &15th Sts	1.8% Slope	7902   	Pct 7902	7902   		17  
2022NOVGEN	2227	7635 - 10 King St		Steamboat Point Apartments - Community Room	10 King St	Btw 2nd & Townsend	4.6% Slope	7635   	Pct 7635	7635   		12  
2022NOVGEN	2241	1132 - 225 Pioche Street		Portola Baptist Church	225 Pioche St	Btw Harvard & Oxford	0.9% Slope	1132   	Pct 1132	1132   		3  
2022NOVGEN	2249	7613 - 299 Vermont Street		Firehouse #29	299 Vermont St	Btw 15th & 16th Sts	5.8% Slope	7613   	Pct 7613	7613   		12  
2022NOVGEN	2250	1108 - 218 Granada Avenue		New Providence Baptist Church	218 Granada Ave	Between Ocean Ave & Holloway	3.4% Slope	1108   	Pct 1108	1108   		1  
2022NOVGEN	2254	9235 - 2640 Geary Blvd		Muni Barn Classroom C	2640 Geary Blvd	Btw Masonic Ave & Presidio Ave	8.3% Slope	9235   	Pct 9235	9235   		21  
2022NOVGEN	2256	9719 - 2560 18th Avenue		Collins Center	2560 18th Ave	Btw Ulloa & Vicente	8.3% Slope - Ramped Access	9719   	Pct 9719	9719   		27  
2022NOVGEN	2257	7945 - 2430 San Bruno Avenue		Firehouse #42 - Left Bay	2430 San Bruno Ave	Btw Silliman & Silver	3.1% Slope	7945   	Pct 7945	7945   		18  
2022NOVGEN	2260	7331 - 1199 Bush Street		Saint Francis Medical - Suite 300	1199 Bush St	Btw Hyde & Leavenworth - No Entrance At Main Hospital	5.9% Slope For 3ft	7331   	Pct 7331	7331   		8  
2022NOVGEN	2268	1109 - 1099 Capitol Ave		Holloway Terrace	1099 Capitol Ave	Corner Of Capitol & Holloway	4.3% Slope	1109   	Pct 1109	1109   		2  
2022NOVGEN	2269	7645 - 850 Ave I  Bldg 497		Ship Shape Community Center	850 Avenue I	Btw 10th & 11th Sts & I & M Aves	5.0% slope	7645   	Pct 7645	7645   		12  
2022NOVGEN	2270	1113 - 650 Capitol Ave		Minnie & Lovie Rec Center - Multi Purpose Room	650 Capitol Ave	Btw Minerva & Montana	8.3% Slope - Ramped Access	1113   	Pct 1113	1113   		2  
2022NOVGEN	2272	7628 - 225 King Street		Rich Sorro Commons - Lobby	225 King St	Btw 3rd & 4th Sts	0.3% Slope	7628   	Pct 7628	7628   		12  
2022NOVGEN	2273	7001 - 500 De Haro Street		St Gregory Church - Rotunda	500 De Haro St	Btw 18th & Mariposa Sts	8.0% Slope	7001   	Pct 7001	7001   		4  
2022NOVGEN	2276	7938 - 1000 Tompkins Ave - Bldg  A		Market Heights Apts - Garage	1000 Tompkins Ave	Btw Putnam & Bradford	8.3% Slope - Ramped Access	7938   	Pct 7938	7938   		17  
2022NOVGEN	2278	7623 - 125 6th Street		The Rose Hotel - Lobby	125 6th St	Btw Minna & Mission	1.5% Slope	7623   	Pct 7623	7623   		12  
2022NOVGEN	2280	9446 - 20 Crestlake Drive		Garage	20 Crestlake Dr	Btw Sloat Blvd & Gabilan Way	5.0% Slope	9446   	Pct 9446	9446   		24  
2022NOVGEN	2296	9104 - 450 30th Ave		Presidio Middle School - Auditorium Lobby	450 30th Ave	Btw Clement & Geary	4.9% Slope	9104   	Pct 9104	9104   		19  
2022NOVGEN	2302	7301 - 455 Bay St		Northbeach Place - Community Rm	455 Bay St	Btw Mason & Taylor	4.5% Slope	7301   	Pct 7301	7301   		8  
2022NOVGEN	2306	7827 - 885 Corbett Ave		Garage - Enter Through Glass Door	885 Corbett Ave	Near Corner Of Hopkins	4.9% Slope	7827   	Pct 7827	7827   		16  
2022NOVGEN	2312	7917 - 2700 22nd St		Garage	2700 22nd St	Corner Of York & 22nd Sts	6.0% Slope	7917   	Pct 7917	7917   		17  
2022NOVGEN	2334	7644 - 600 The Embarcadero		Delancey Street - Store Space	600 The Embarcadero	Btw Brannan & Townsend	4.0% Slope	7644   	Pct 7644	7644   		12  
2022NOVGEN	2353	9504 - 1250 Waller St		Chinese Immersion School - Room 204	1250 Waller St	Btw Central & Masonic	6% Slope	9504   	Pct 9504	9504   		25  
2022NOVGEN	2354	9131 - 450 7th Ave		Richmond Police Station - Community Room	450 7th Ave	Btw Geary Blvd & Anza St	5.6% Slope	9131   	Pct 9131	9131   		19  
2022NOVGEN	2366	9802 - 1145 Stanyan St		Firehouse #12	1145 Stanyan St	Btw Grattan & Alma	1.2% Slope	9802   	Pct 9802	9802   		30  
2022NOVGEN	2378	9303 - 2412 Polk St		Garage	2412 Polk St	Btw Union & Filbert	1.8% Slope	9303   	Pct 9303	9303   		23  
2022NOVGEN	2380	9242 - 1765 Van Ness Ave		Store-Relax The Back	1765 Van Ness Ave	Between Clay & Sacramento	2.7% Slope	9242   	Pct 9242	9242   		22  
2022NOVGEN	2383	9205 - 3632 Fillmore St		Garage	3632 Fillmore St	Btw North Point & Bay Sts	2.8% Slope	9205   	Pct 9205	9205   		21  
2022NOVGEN	2392	9426 - 1935 32nd Ave		Firehouse #18 - Left Bay	1935 32nd Ave	Between Pacheco & Ortega	2.7% Slope	9426   	Pct 9426	9426   		24  
2022NOVGEN	2397	9234 - 20 Cook St		Sfusd Office - Assembly Room	20 Cook St	Off Geary Blvd.	8.3% Slope	9234   	Pct 9234	9234   		21  
2022NOVGEN	2414	9106 - 463 28th Ave		Garage	463 28th Ave	Between Geary & Clement	0.4% Slope	9106   	Pct 9106	9106   		19  
2022NOVGEN	2418	9716 - 540 Ortega St		Garage	540 Ortega St	Btw 11th & 14th Aves	4.0% Slope	9716   	Pct 9716	9716   		27  
2022NOVGEN	2427	9503 - 1563 Page St		Urban School Of S. F. - Conference Room	1563 Page St	Btw Masonic & Ashbury	8.1% Slope Ramped Access	9503   	Pct 9503	9503   		25  
2022NOVGEN	2434	9509 - 1168 Page St		Garage	1168 Page St	Btw Baker & Broderick	4.6% Slope	9509   	Pct 9509	9509   		25  
2022NOVGEN	2443	1121 - 483 Ellington Ave		Garage	483 Ellington Ave	Btw Whipple & Naglee	3.6% Slope	1121   	Pct 1121	1121   		2  
2022NOVGEN	2445	7042 - 745 Velasco Ave		Saint Phillips Missionary Baptist Church	745 Velasco Ave	Btw Santos & Castillo	6.3% Slope	7042   	Pct 7042	7042   		5  
2022NOVGEN	2446	7634 - 698 2nd St		S F F D Headquarters	698 2nd St	Corner Of 2nd & Townsend	8.3% Slope Ramped Access	7634   	Pct 7634	7634   		12  
2022NOVGEN	2452	7931 - 514 Peralta Ave		Garage	514 Peralta Ave	Btw Ripley & Esmeralda	7.5% Slope	7931   	Pct 7931	7931   		17  
2022NOVGEN	2479	1131 - 263 Maynard St		Garage	263 Maynard St	Btw Congdon & Gladstone	3% Slope	1131   	Pct 1131	1131   		3  
2022NOVGEN	2494	7716 - 366 Marietta Dr		Garage	366 Marietta Dr	Btw Arroyo Way & Teresita Blvd	3.6% Slope	7716   	Pct 7716	7716   		15  
2022NOVGEN	2496	7823 - 3753 21st St		Garage	3753 21st St	Btw Noe & Sanchez Sts	8.3% Slope	7823   	Pct 7823	7823   		16  
2022NOVGEN	2500	9203 - 1867 Jefferson St		Garage	1867 Jefferson St	Btw Divisadero & Scott	3.5% Slope	9203   	Pct 9203	9203   		21  
2022NOVGEN	2515	7921 - 2774 Folsom St		Garage	2774 Folsom St	Btw 23rd & 24th Sts	0.9% Slope	7921   	Pct 7921	7921   		17  
2022NOVGEN	2517	7504 - 850 Broderick St		Zygmunt Arendt House - Program Room	850 Broderick St	Enter On Broderick Btw Golden Gate & Mcallister	2.3% Slope	7504   	Pct 7504	7504   		11  
2022NOVGEN	2524	9401 - 1296 La Playa St		Garage	1296 La Playa St	Btw Irving & Lincoln	5.0% Slope	9401   	Pct 9401	9401   		24  
2022NOVGEN	2532	7809 - 128 Eureka St		Garage	128 Eureka St	Btw 18th & 19th Sts	4.2% Slope	7809   	Pct 7809	7809   		16  
2022NOVGEN	2533	7701 - 99 Saint Germain Ave		Garage	99 Saint Germain Ave	Btw Saint Germain & Glenbrook	3.3% Slope	7701   	Pct 7701	7701   		14  
2022NOVGEN	2545	9304 - 2200 Larkin St		Garage	2200 Larkin St	Corner Of Larkin & Green	8.2% Slope	9304   	Pct 9304	9304   		23  
2022NOVGEN	2558	9124 - 551 26th Ave		Firehouse #14 - Right Bay	551 26th Ave	Btw Anza St & Geary Blvd	3.0 % Slope	9124   	Pct 9124	9124   		19  
2022NOVGEN	2583	9221 - 1905 Broadway		Garage	1905 Broadway	Between Laguna And Octavia Streets	6.5% Slope	9221   	Pct 9221	9221   		21  
2022NOVGEN	2584	7819 - 65 Grand View Ave		Garage	65 Grand View Ave	Romain & Grand View Terrace	8.3% Slope	7819   	Pct 7819	7819   		16  
2022NOVGEN	2593	9439 - 2316 Vicente St		Church - Living Water Fellowship	2316 Vicente St	Btw 34th & 35th Ave	4.8% Slope	9439   	Pct 9439	9439   		24  
2022NOVGEN	2594	9707 - 731 Judah St		Garage	731 Judah St	Btw 12th Ave & Funston	5.7% Slope	9707   	Pct 9707	9707   		27  
2022NOVGEN	2603	7911 - 2300 Folsom St		Firehouse #7	2300 Folsom St	Corner Folsom & 19th Sts	3.9% Slope	7911   	Pct 7911	7911   		17  
2022NOVGEN	2608	7813 - 290 Dolores St		Congregation Sha'ar Zahav - Lobby	290 Dolores St	Btw 16th & 15th Sts	4.2% slope	7813   	Pct 7813	7813   		16  
2022NOVGEN	2623	1138 - 542 Moscow St		Garage	542 Moscow St	Btw Russia & Persia	1.2% Slope	1138   	Pct 1138	1138   		3  
2022NOVGEN	2631	9232 - 3150 Sacramento St		Presidio Library - Program Room	3150 Sacramento St	Btw Lyon & Baker	8.2% Slope - Ramped Access	9232   	Pct 9232	9232   		21  
2022NOVGEN	2632	7004 - 1490 19th St		St Teresa Of Avila Church - Sammon Hall	1490 19th St	Enter On Connecticut Btw 18th & 19th Sts	4.6% Slope	7004   	Pct 7004	7004   		4  
2022NOVGEN	2633	1102 - 446 Randolph St (loc 1105)		I. T. Bookman Comm Ctr - Multi Purpose Rm	446 Randolph St	Btw Arch & Ramsell	4.8% Slope - Ramped Access	1102   	Pct 1102	1102   		1  
2022NOVGEN	2636	9403 - 1342 41st Ave		Garage	1342 41st Ave	Btw Irving & Judah	3.8% Slope	9403   	Pct 9403	9403   		24  
2022NOVGEN	2651	7513 - 715 Scott St		Garage	715 Scott St	Btw Grove & Fulton	2.3% Slope	7513   	Pct 7513	7513   		10  
2022NOVGEN	2660	7834 - 3531 22nd St		Edison Charter School - Auditorium	3531 22nd St	Enter On 22nd St Btw Dolores & Chattanooga	1.5% Slope	7834   	Pct 7834	7834   		16  
2022NOVGEN	2662	7327 - 1300 Polk St		First Congregational Church Of S F - Ed Steiner Hall	1300 Polk St	Enter On Polk At Bush	1.6% Slope	7327   	Pct 7327	7327   		8  
2022NOVGEN	2663	9435 - 3595 Taraval St		Congregation Am Tikvah - Social Hall	3595 Taraval St	Enter At Taraval & 46th Ave	5.9% Slope	9435   	Pct 9435	9435   		24  
2022NOVGEN	2668	9734 - 570 Joost Ave		Garage	570 Joost Ave	Btw Edna & Foerster Sts	7.3% Slope	9734   	Pct 9734	9734   		27  
2022NOVGEN	2674	7715 - 390 Melrose Ave		Garage	390 Melrose Ave	Corner Of Gennessee & Melrose	3.7% Slope	7715   	Pct 7715	7715   		15  
2022NOVGEN	2676	7934 - 1419 Cortland Ave		Garage	1419 Cortland Ave	Btw Bradford & Nebraska	6.6% Slope	7934   	Pct 7934	7934   		17  
2022NOVGEN	2679	7905 - 1855 Folsom St		U C S F Mission Center - Confer Rm #126	1855 Folsom St	Entrance On 15th Btw Folsom & Harrison Sts	8.3% Slope - Ramped Access	7905   	Pct 7905	7905   		17  
2022NOVGEN	2685	7519 - 626 Haight St		Garage	626 Haight St	Btw Steiner & Pierce	3.6% Slope	7519   	Pct 7519	7519   		10  
2022NOVGEN	2692	9224 - 1901 Franklin St		Golden Gate Church - Garage	1901 Franklin St	Enter Off Clay St Btw Franklin & Gough	8.3% Slope	9224   	Pct 9224	9224   		21  
2022NOVGEN	2694	9211 - 1800 Chestnut St		Moscone Rec Ctr - Community Room	1800 Chestnut St	Intersection Of Chestnut & Buchanan Sts	8.2% Slope - Ramped Access	9211   	Pct 9211	9211   		21  
2022NOVGEN	2699	9442 - 2477 21st Ave		Garage	2477 21st Ave	Btw Ulloa & Taraval St	7.5% Slope	9442   	Pct 9442	9442   		24  
2022NOVGEN	2710	7829 - 4323 23rd St		Garage	4323 23rd St	Btw Hoffman & Douglass St	1.3% Slope	7829   	Pct 7829	7829   		16  
2022NOVGEN	2724	7006 - 654 Minnesota St		U C S F Mission Bay - Lobby	654 Minnesota St	Btw 18th & 19th Sts	4.2% Slope	7006   	Pct 7006	7006   		4  
2022NOVGEN	2725	7622 - 1505 4th St		U C S F Housing - Comm Room	1505 4th St	Enter At Nelson Rising Lane Btw 3rd & 4th Sts	4.9% Slope	7622   	Pct 7622	7622   		12  
2022NOVGEN	2728	7901 - 390 Valencia St		Valencia Gardens - Community Room	390 Valencia St	Enter Off Valencia At The Corner Of 15th St	2.7% Slope	7901   	Pct 7901	7901   		17  
2022NOVGEN	2735	7619 - 225 Berry St		Mission Creek Senior - Community Room	225 Berry St	Btw 4th & 5th Sts	3.5% Slope	7619   	Pct 7619	7619   		12  
2022NOVGEN	2741	9114 - 350 10th Ave		Richmond Branch Library - Program Room	350 10th Ave	Btw Geary & Clement	3.2% Slope	9114   	Pct 9114	9114   		19  
2022NOVGEN	2748	7854 - 118 Rousseau St		Garage	118 Rousseau St	Btw Bosworth & Mirando	8.3% Slope	7854   	Pct 7854	7854   		16  
2022NOVGEN	2751	7612 - 934 Brannan St		S O M Arts Cultural Center	934 Brannan St	Btw 8th and 9th Sts	8.3% Slope - Ramped Access	7612   	Pct 7612	7612   		12  
2022NOVGEN	2763	7306 - 1630 Stockton St		S F Italian Athletic Club - Upstairs Function Room	1630 Stockton St	Btw Union & Filbert St	1.1% Slope	7306   	Pct 7306	7306   		8  
2022NOVGEN	2764	7515 - 608 Hayes St		Neighborhood Baptist Church - Confer Rm	608 Hayes St	Btw Laguna & Buchanan	2.2% Slope	7515   	Pct 7515	7515   		10  
2022NOVGEN	2773	7031 - 1601 Lane St		Bayview Y M C A - Gymnasium	1601 Lane St	Corner Of Lane & Revere	2.4% Slope	7031   	Pct 7031	7031   		4  
2022NOVGEN	2779	7525 - 516 O'farrell St		Crosby Hotel - Activity Room	516 O'farrell St	Btw Jones & Leavenworth	2.9% Slope	7525   	Pct 7525	7525   		11  
2022NOVGEN	2780	9139 - 626 20th Ave		Garage	626 20th Ave	Btw Balboa & Cabrillo Sts	0.1% Slope	9139   	Pct 9139	9139   		19  
2022NOVGEN	2781	9225 - 3820 Washington St		Garage	3820 Washington St	Btw Maple & Cherry Sts	0.5% Slope	9225   	Pct 9225	9225   		21  
2022NOVGEN	2795	7319 - 1751 Sacramento St		Old First Presbyterian Church - Fellowship Hall	1751 Sacramento St	Btw Polk St & Van Ness	1.3% Slope	7319   	Pct 7319	7319   		8  
2022NOVGEN	2796	7839 - 829 Duncan St		Garage	829 Duncan St	Btw Diamond Heights Blvd & Douglass St	2.1% Slope	7839   	Pct 7839	7839   		16  
2022NOVGEN	2799	7323 - 1135 Powell St		Chinatown Branch Library - Comm Rm	1135 Powell St	Btw Jackson & Washington	4.0% Slope	7323   	Pct 7323	7323   		8  
2022NOVGEN	2817	9202 - 218 Lincoln Blvd		Firehouse #51	218 Lincoln Blvd	Enter from Graham btw Lincoln Blvd & French Ct	3.5% Slope	9202   	Pct 9202	9202   		21  
2022NOVGEN	2821	7035 - 195 Kiska Road		Willie Mays Boys And Girls Clubhouse - Rm 103	195 Kiska Rd	Btw Ingalls & Dormitory	8.3% Slope	7035   	Pct 7035	7035   		4  
2022NOVGEN	2822	7039 - 1701 Visitacion Ave		Coffman Pool - Lobby	1701 Visitacion Ave	Enter On Visitacion At Hahn	1.8% Slope	7039   	Pct 7039	7039   		5  
2022NOVGEN	2830	1147 - 301 Rolph St		Cordova Market	301 Rolph St	Btw Naples & Cordova	0.5% Slope	1147   	Pct 1147	1147   		3  
2022NOVGEN	2854	9702 - 1199 9th Ave		County Fair Building - Gallery	1199 9th Ave	Btw Lincoln & MLK Drive	4.9% Slope	9702   	Pct 9702	9702   		27  
2022NOVGEN	2864	7526 - 650 Eddy St		Arnet Watson Apartments - Lobby	650 Eddy St	Btw Larkin & Polk	1.3% Slope	7526   	Pct 7526	7526   		10  
2022NOVGEN	2865	7602 - 170 Otis St		Human Services Agency - Born Auditorium	170 Otis St	Btw Duboce & Mccoppin	3.4% Slope	7602   	Pct 7602	7602   		12  
2022NOVGEN	2866	7609 - 175 7th Street (loc 7615)		West Bay Pilipino Multi Service Center	175 7th St	Btw Natoma & Howard	2.6% Slope	7609   	Pct 7609	7609   		12  
2022NOVGEN	2870	9735 - 236 Monterey Blvd		Sunnyside Conservatory	236 Monterey Blvd	Btw Baden & Congo Sts	7.6% Slope - Ramped Access	9735   	Pct 9735	9735   		27  
2022NOVGEN	2873	9406 - 2625 Lincoln Way (loc 9405)		Garage	2625 Lincoln Way	Btw 27th And 28th Aves	8.0% Ramped Access	9406   	Pct 9406	9406   		24  
2022NOVGEN	2878	9411 - 3240 Lawton St		Garage	3240 Lawton St	Btw 38th & 39th Aves	7.6% Slope	9411   	Pct 9411	9411   		24  
2022NOVGEN	2884	7846 - 43 Ora Way		Goldmine Hill Homeowners Assoc - Rec Rm	43 Ora Way	Btw Goldmine & Topaz	5% Slope	7846   	Pct 7846	7846   		16  
2022NOVGEN	2900	1114 - 155 Sadowa St		Garage	155 Sadowa St	Btw Capitol & Plymouth	7.4% Slope	1114   	Pct 1114	1114   		2  
2022NOVGEN	2905	7532 - 44 Mcallister St		Civic Center Residence - Front Lobby	44 Mcallister St	Btw Jones & Leavenworth	2.0% Slope	7532   	Pct 7532	7532   		10  
2022NOVGEN	2908	7908 - 2248 Mission St		Ana's Salon	2248 Mission St	Btw 18th & 19th Sts	5.8% Slope	7908   	Pct 7908	7908   		17  
2022NOVGEN	2942	7047 - 3560 San Bruno Ave (loc 7048)		New Greater Prosperity Church - Sanctuary	3560 San Bruno Ave	Btw Harkness & Wilde	2.1% Slope	7047   	Pct 7047	7047   		5  
2022NOVGEN	2948	7309 - 840 Broadway		Jean Parker Elementary School - Multi Purpose Room	840 Broadway	Btw Powell & Mason	5.6% Slope - Ramped Access	7309   	Pct 7309	7309   		8  
2022NOVGEN	2952	7324 - 1199 Mason St		Betty Ong Rec Center - Lobby	1199 Mason St	Enter On Mason At Washington	1.8% Slope	7324   	Pct 7324	7324   		8  
2022NOVGEN	2957	7614 - 1008 Mission Street		Bayanihan Community Center - Todco Community Room	1008 Mission St	At Corner Of Mission & 6th St	3.0% Slope	7614   	Pct 7614	7614   		12  
2022NOVGEN	2963	7918 - 1220 Valencia St		Templo De La Fe - Church Lobby	1220 Valencia St	Btw 23rd & 24th Sts	1% Slope	7918   	Pct 7918	7918   		17  
2022NOVGEN	2969	9122 - 550 37th Ave		Anza Branch Library - Program Room	550 37th Ave	Btw Geary Blvd & Anza St	5.6% Slope	9122   	Pct 9122	9122   		19  
2022NOVGEN	2976	7505 - 1150 Scott St		Robert B Pitts - Community Room	1150 Scott St	Btwn Eddy & Turk	8.3% Slope	7505   	Pct 7505	7505   		10  
2022NOVGEN	2985	7824 - 990 Church St		Theresa S. Mahler School - Room 4	990 Church St	Btw 22nd St & Hill St	8.0 % Slope	7824   	Pct 7824	7824   		16  
2022NOVGEN	3001	7851 - 126 Chenery St		Garage	126 Chenery St	Btw Randall & Fairmount Sts	5.0% Slope	7851   	Pct 7851	7851   		16  
2022NOVGEN	3009	7607 - 1346 Folsom St		Tenderloin Neighborhood Develop - Lobby	1346 Folsom St	Btw 9th St & Dore	2.6% Slope	7607   	Pct 7607	7607   		12  
2022NOVGEN	3015	9512 - 1550 Scott St		Western Addition Library - Program Rm	1550 Scott St	Btw Post & Geary	4.8% Slope	9512   	Pct 9512	9512   		25  
2022NOVGEN	3020	7718 - 1298 Ocean Ave (loc 9732)		Ingleside Branch Library - Program Rm	1298 Ocean Ave	Btw Plymouth And Brighton	2.0% Slope	7718   	Pct 7718	7718   		15  
2022NOVGEN	3035	7928 - 28 Mirabel Avenue		Garage	28 Mirabel Ave	Btw Coso Ave & Shotwell St	7.6% Slope	7928   	Pct 7928	7928   		17  
2022NOVGEN	3037	9137 - 855 27th Ave		Fulton Playground - Fieldhouse	855 27th Ave	Btw Fulton & Cabrillo Sts	4.5% Slope	9137   	Pct 9137	9137   		19  
2022NOVGEN	3052	7336 - 450 Sutter Street		450 Sutter Building - Mayan Room 310	450 Sutter St	Btw Powell & Stockton	3.6% Slope	7336   	Pct 7336	7336   		8  
2022NOVGEN	3055	9413 - 2201 Lawton St.		Sunset Rec Center - Club Room	2201 Lawton St	Enter At Lawton & 28th Ave	5.4% Slope	9413   	Pct 9413	9413   		24  
2022NOVGEN	3059	7026 - 1101 Fairfax Ave		Hunters View - Community Rm	1101 Fairfax Ave	Enter On Fairfax At Acacia	2.9 % Slope	7026   	Pct 7026	7026   		4  
2022NOVGEN	3077	7617 - 615 7th Street		Hoogasian Flowers - Display Area	615 7th St	Btw Townsend & Brannan	8.3% Ramped Access	7617   	Pct 7617	7617   		12  
2022NOVGEN	3078	9733 - 722 Monterey Blvd		Garage	722 Monterey Blvd	Btw Ridgewood & Gennessee	4.2% Slope At Entrance	9733   	Pct 9733	9733   		27  
2022NOVGEN	3093	9717 - 2243 14th Ave		Garage	2243 14th Ave	Btw Rivera And Santiago	7.6% slope - At Entrance	9717   	Pct 9717	9717   		27  
2022NOVGEN	3105	7037 - 5600 3rd Street		Armstrong Place Senior Housing - Comm Rm	5600 3rd St	Enter On Armstrong Btw 3rd & Lane	1.8% Slope	7037   	Pct 7037	7037   		4  
